字段1,字段1链接,字段2,详情标题,字段3,字段4
山西省发布《减污降碳协同增效实施方案》,https://www.cctd.com.cn/index.php?m=content&c=index&a=show&catid=711&id=231023,2023-02-13,山西省发布《减污降碳协同增效实施方案》,"来源：山西新闻网
					
					发布时间：2023-02-13 14:46:00
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","近日，山西省生态环境厅等多部门联合印发 《山西省减污降碳协同增效实施方案》（以下简称《方案》），选择太原、大同、临汾3个不同类型城市为试点，开展城市减污降碳协同创新。
　　《方案》提出，到2025年，减污降碳协同推进的工作格局基本形成，煤炭清洁高效利用效率大幅提升，结构优化调整和绿色低碳发展取得明显成效，形成一批可复制、可推广的典型经验，减污降碳协同度有效提升。单位地区生产总值能源消耗和二氧化碳排放下降确保完成国家下达目标。生态环境持续改善，设区市PM2.5平均浓度降至39微克/立方米以下，基本消除重污染天气，地表水国考断面优良水体比例达到85%，全面消除劣Ⅴ类断面和城市黑臭水体。
　　减污降碳将突出工业、交通、城乡建设、农业、生态建设等重点领域。为此，我省将实施12项减污降碳协同增效重点工程。包括全面关停退出炭化室高度4.3米焦炉以及达不到超低排放要求的其他焦炉；首批重点推进国电湖东、晋控同热三期、晋控阳光二期、华能山阴、中煤大同、国能太原6个2×100万千瓦“上大压小”煤电项目建设；实施山西中部城市群散煤清零工程；加快推进钢铁、水泥、焦化行业企业超低排放改造，城市建成区及周边20千米范围内的钢铁、焦化企业率先实施深度治理；以清徐精细化工循环产业园区、孝义经济开发区、闻喜经济技术开发区等钢铁、焦化产能集中的工业园区为重点，开展园区减污降碳协同创新；大力支持电炉短流程炼钢发展，对全废钢电炉炼钢项目执行差别化产能置换、环保管理等政策，鼓励有条件的长流程钢铁企业就地转型发展电炉短流程炼钢，城市建成区长流程钢铁企业要创造条件带头推进短流程炼钢，2025年和2030年，短流程炼钢占比力争分别提升至5%、10%以上；有序推动老旧车辆替换为新能源车辆和非道路移动机械使用新能源清洁能源动力，鼓励城市建成区非道路移动机械使用新能源，在城市建成区及周边的钢铁、煤炭、焦化等重点企业探索开展中重型电动、氢燃料电池货车示范应用和商业化运营等。
　　《方案》明确，各市要结合各自产业特点，至少选择10家重点企业进行减污降碳试点。到2025年，全省要力争推动100家以上重点企业开展减污降碳协同创新行动，打造“双近零”排放标杆企业。
文件链接：关于印发《山西省减污降碳协同增效实施方案》的通知"
中煤集团实现首月“开门红”,https://www.cctd.com.cn/show-22-231022-1.html,2023-02-13,中煤集团实现首月“开门红”,"来源：和谐中煤
					
					发布时间：2023-02-13 14:40:48
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","新年首月，中煤集团认真贯彻落实习近平总书记关于能源保供工作的重要指示精神，全面落实国资委党委工作要求，努力克服严寒天气等不利影响，高质量做好“迎峰度冬”、双节期间的能源保供工作，生产经营、安全管理、市场销售、经营业绩实现首月“开门红”，为全年各项工作开好局、起好步奠定了坚实基础。

中煤平朔集团安太堡露天矿电铲卡车联合作业现场
　　1月份，中煤集团商品煤产量2028.5万吨，超计划75.5万吨；煤炭铁路外运量1014万吨，超计划46.1万吨；发电量73.8亿度，超计划0.2亿度；煤化工生产平稳，主产品超额完成月度计划。营业收入、实现利润较好完成预算进度，同比继续保持增长。
　　今年以来，中煤集团通过多次召开专题部署会、党委会、现场调研+督导等方式，坚持把能源保供作为重要的政治任务，推动保供责任落实和保供任务的全面完成。所属各级企业压紧压实主体责任，精心组织调度，细化保供措施，优化生产运营，强化安全生产，完善应急机制，守住民生用能底线。
　　中煤平朔集团不断强化组织生产、科学合理调配、优化服务保障，充分利用智能化赋能生产，坚持“应检尽检、应备尽备、加强露煤、仓储高位”，平稳有序开展各项工作。1月份自产原煤完成717万吨，为2022年以来单月最好水平；自产商品煤完成601万吨，超进度计划23万吨；外运商品煤649万吨，超进度计划38万吨。
　　中煤大屯公司按照“放假不放松，过节不脱节”总要求，严格抓好安全生产工作，强化应急值守，积极组织生产，全力做好能源保供和煤炭外运、疫情防控等工作，安全生产经营等各项工作稳中有进。1月份，商品煤产量66.91万吨，完成计划进度的123.5%；销售额完成进度计划的122.2%，同比增长29.7%。

中煤大屯公司7263智能化工作面正在进行割煤
　　中煤新集公司全面抓牢安全生产，扎实推进安全专项整治，确保安全生产持续稳定。优化生产布局，加强生产组织，紧抓生产接续，有序推进原煤生产。1月份商品煤产量140.63万吨，顺利完成计划任务。
　　中煤西北能源公司积极响应国家政策号召，落实保供任务，春节期间各工种全部在岗，干部员工就地过年，全力组织生产，实现煤炭产量175万吨，煤炭销量440万吨，圆满完成了生产经营任务。
　　中煤资源发展集团落实安全生产责任，细化落实工作举措，优化生产作业模式，统筹安排元旦、春节期间生产经营工作，筑牢安全防线，生产经营各项工作有序高效。1月份营业收入完成进度计划的103%，同比增长16%；利润总额完成进度计划的187%，同比增长29%。
　　中煤新疆公司统筹抓好安全生产、煤炭保供各项工作，紧盯集团在疆电厂机组发电负荷和燃煤库存，全力克服降雪天气等不利影响，优化生产组织，强化产销衔接，抓好煤质管控，推进产能释放，超额完成首月原煤生产任务，全力保障了集团在疆电厂用煤，扎实做好了属地民生用煤保供，取得了2023年良好开局。
　　中煤华昱公司认真做好年初安全生产工作，落实领导跟班带班，加强现场管理和产运销衔接，加大安全生产管理力度，确保安全生产动态化达标。1月份商品煤产出125.2万吨，完成计划的104.3%。
　　中煤华利公司持续推行安全目标责任考核机制、工作量单价工资结算机制等长效激励约束机制，统筹安排生产衔接，科学优化生产布局，严抓工作作风整顿，强化安全管理。1月份商品煤产量88.5万吨，同比增长9.6%，实现了全年各项工作稳健开局。
　　中煤内蒙古公司加强谋划，科学组织生产，强化全过程安全管控，做到精准调度，保障产运销需各环节有效衔接。1月份生产原煤90.2万吨，同比增长2.86%；销售原煤90.1万吨，同比增长3.15%；铁路发运261列、82.9万吨，同比增长21.91%。
　　中煤化销公司积极抢抓市场，多措并举保障产销平衡。1月份尿素销量超过20万吨，完成月度计划的111.7%；聚烯烃销量超过9万吨，完成月度计划的104.6%。
　　中煤电力公司加大安全监管力度，制定并落实企业“三分离”实施方案，抓实“三外”安全管理，巩固安全生产良好局面。扎实开展能效对标，优化机组运行方式，持续优化能耗指标，强化设备经济运行。1月份，累计发电57.51亿千瓦时，供电煤耗同比降低8.05克/千瓦时，利润同比增长150%。
　　中煤西安设计公司和能源研究院1月份合计中标金额超过1亿元，能源研究院获得授权专利7项，其中发明专利4项。
　　中煤天津设计公司1月份相继完成中标项目和签订合同项目共65个、2.5亿元，实现营业收入6245万元，同比增长31.9%。 

中煤张煤机公司帕森斯链条分公司正在紧张有序地推进订单生产工作
　　中煤张煤机公司克服节假日用工紧张等影响，合理统筹规划，生产经营保持平稳。1月份实现生产产值总额4.48亿元（不含税），超额完成计划指标，其中主机设备产品产值、产量分别较2022年同期增长11.06%、21.05%，均实现两位数增长。
　　中煤北煤机公司全面践行“存量提效、增量转型”发展思路，着力推动“一企三地”产业布局优化调整，统筹抓好物资采购、优化运行、安全生产等中心工作，提升经济运行质量。1月份产值、产量和新签合同额分别同比增长1.59%、22.17%和151.41%。
　　中煤鄂能化公司生产经营各项工作有序高效，1月份尿素产出17.53万吨，销量20.19万吨，完成月度计划的115.17%；聚烯烃产出6.5万吨，销量5.6万吨，完成月度计划的105.48%。
　　起跑就是冲刺，开局就是决战。中煤集团将进一步加快建设世界一流能源企业的步伐，大力践行“马上就办、真抓实干”的工作作风，以实干实绩向党和人民交上一份优异的中煤答卷，在全面建设社会主义现代化强国进程中积极贡献中煤力量。"
第十六届中日节能环保综合论坛在京举办,https://www.cctd.com.cn/show-115-231021-1.html,2023-02-13,第十六届中日节能环保综合论坛在京举办,"来源：新华社
					
					发布时间：2023-02-13 14:30:40
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","2月11日，第十六届中日节能环保综合论坛以线上线下相结合方式在北京举办。中共中央政治局委员、国家发展改革委主任何立峰出席主论坛并发表主旨演讲。
　　何立峰指出，举办本届论坛是落实习近平主席和岸田文雄首相曼谷会晤共识、加强中日绿色发展合作的重要举措。中国将全面贯彻落实中共二十大精神，加快发展方式绿色转型，深入推进环境污染防治，全面加强资源节约，积极稳妥推进碳达峰碳中和，协同推进降碳、减污、扩绿、增长，推进生态优先、节约集约、绿色低碳发展。中国愿同日方一道，继续深化绿色低碳产业合作、技术合作、政策对话和人文交流，推动两国绿色发展合作不断迈上新台阶。
　　日本经济产业大臣西村康稔出席主论坛并发表主旨演讲。
　　论坛由中国国家发展改革委、商务部与日本经济产业省、日中经济协会共同举办，包括主论坛和能效提高、汽车电动化智能化、氢能、中日长期贸易4个分论坛。来自中日两国政府、企业、机构的代表进行了交流。"
2月第一周福建省煤炭市场价格稳中微跌,https://www.cctd.com.cn/show-361-230996-1.html,2023-02-13,2月第一周福建省煤炭市场价格稳中微跌,"来源：福建省商务厅
					
					发布时间：2023-02-13 09:52:57
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻",根据商务部重要生产资料监测系统监测数据显示，上周（2023年1月30日-2023年2月5日）福建省监测样本企业的煤炭市场价格平均为1627.67元/吨，环比下跌0.3%。其中无烟煤市场价格为1466.00元/吨，环比下跌0.9%；烟煤市场价格为1708.50元/吨，环比持平。总体来看，上周福建省监测样本企业的煤炭市场价格稳中微跌。节后钢厂开工率跟节前基本持平，部分矿区有一定库存压力，下游近期按需采购为主，市场气氛偏观望。预计后期福建省煤炭市场价格受供需变化等影响或将稳中调整。
印尼2023年将出口超5亿吨煤炭,https://www.cctd.com.cn/show-113-230991-1.html,2023-02-13,印尼2023年将出口超5亿吨煤炭,"来源：中国煤炭报
					
					发布时间：2023-02-13 09:43:26
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","印尼能源和矿产资源部部长阿里芬·塔利夫（Arifin Tasrif）1月30日表示，印尼今年计划生产6.95亿吨煤炭，出口5.18亿吨。
　　阿里芬·塔利夫称，2022年，印尼共生产6.87亿吨煤炭，出口4.94亿吨。
　　尽管2022年1月的煤炭出口禁令和暴雨对煤炭产量有一定影响，但印尼2022年还是超额实现了原计划6.63亿吨的产量目标。
　　根据能源咨询公司Kpler的船运数据，去年印尼出口至印度、韩国和菲律宾等国的煤炭均较前一年出现上涨，但出口至最大目标国中国的煤炭有所下降。
　　与此同时，预计2023年印尼国内煤炭消费量为1.77亿吨，较2022年的1.93亿吨有所下降。
　　“我们必须采取一些提高能效的措施来减少燃煤电厂的碳排放。”阿里芬·塔利夫说。
　　燃煤发电在印尼电力供应中的占比超过50%。2022年，印尼政府制定了雄心勃勃的减排目标，并计划在2060年实现净零排放。
　　阿里芬·塔利夫预计，煤炭价格在2022年创下历史新高后，2023年将保持平稳。
　　“由于2023年国际市场煤炭需求仍然旺盛，预计今年煤炭价格将保持平稳。”阿里芬·塔利夫说。
　　印尼月度煤炭基准价格在2022年10月达到了每吨330.97美元的峰值，今年1月这一价格为每吨305.21美元。
　　阿里芬·塔利夫还表示，印尼2022年消费了1004.5万公升由棕榈油制成的生物柴油，今年的目标是消费1300万吨该种生物柴油。
　　作为全球最大的棕榈油生产国之一，印尼今年2月起将执行“B35”项目计划。根据该计划，生产生物柴油的原料必须有不低于35%来自棕榈油，而此前要求此种生物柴油中棕榈油含量不低于30%。"
罚1080万元！山西4家煤企被通报！,https://www.cctd.com.cn/show-176-230990-1.html,2023-02-13,罚1080万元！山西4家煤企被通报！,"来源：山西省市场监督管理局
					
					发布时间：2023-02-13 09:40:57
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻",近日，山西省市场监督管理局发布行政处罚信息。涉及山西大土河焦化有限责任公司、晋能控股煤业集团朔州煤电有限公司、山西寿阳段王煤业集团有限公司、太原煤炭气化（集团）有限责任公司等。
俄中新铁路桥贾林达-漠河的年货运量可能会达到2000万吨至4000万,https://www.cctd.com.cn/show-113-230989-1.html,2023-02-13,俄中新铁路桥贾林达-漠河的年货运量可能会达到2000万吨至4000万,"来源：俄罗斯卫星通讯社
					
					发布时间：2023-02-13 09:39:28
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","据俄罗斯远东媒体援引阿穆尔州州长瓦西里·奥尔洛夫的话报道，俄罗斯和中国有必要签署一系列政府间文件，以进一步有效地开展俄中新铁路口岸贾林达-漠河建设项目的工作。 
　　奥尔洛夫在国务委员会交通委员会和能源委员会联席会议上谈到有关贾林达-漠河边境口岸及其相关基础发展的前景。 
　　奥尔洛夫称：“我们已与俄罗斯两个地区签署了一系列有关建设和进一步加负荷贾林达-漠河边境口岸的协议。为进一步有效开展项目工作有必要起草和签署一系列俄中政府间文件。” 
　　按照计划，俄中新铁路桥贾林达-漠河在建完后会提高俄东部铁路的通行能力，以及提高煤炭出口量。 
　　奥尔洛夫称：“经贾林达—漠河新大桥的年货运量可能会达到2000万吨至4000万吨。我方已签署了一系列关于大桥建设和俄罗斯两个地区进一步充分利用其的协议。中方也有兴趣在该项目上共同努力。” 
　　消息显示，这座从俄罗斯阿穆尔州到中国的俄中新铁路大桥贾林达—漠河将有助于减轻西伯利亚铁路、贝阿铁路及远东港的压力。此外，还可以有助于增加煤炭出口量。"
至少有七艘澳煤运输船将在未来几周抵达中国,https://www.cctd.com.cn/show-114-230984-1.html,2023-02-13,至少有七艘澳煤运输船将在未来几周抵达中国,"来源：船运界
					
					发布时间：2023-02-13 09:27:50
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","截至目前，至少有两艘载有澳大利亚煤炭的船舶已经抵达中国港口并卸货。
　　数据显示，第一艘装载澳大利亚进口动力煤的“Tiger East”轮在2月6日抵达台山港，并于2月9日卸货完毕。数据显示，该轮1月21日在昆士兰装载约73300吨澳大利亚动力煤。
　　另外一艘装载冶金煤的“MAGIC ECLIPSE”轮也已经于2月9日晚靠泊湛江港，已经靠泊并开始卸货。
　　这也是自2020年以来的首批抵达中国港口的澳大利亚煤炭。煤炭贸易商特别关注这批货物通过海关的便捷程度，以寻找非正式限制措施真正结束的迹象，并希望能向中国输送更多澳大利亚煤炭。
　　不过，业内人士表示，“理论上讲，这两批货物通关肯定没有问题”。因为这两批货物都是国家发改委召见的首批允许进口澳大利亚煤炭的4家企业之一中国宝武和中国能源投资集团进口的。贸易商关心的问题其实是，没有被批准的贸易商是否也能进口并顺利通关。
　　据悉，至少还有包括“BBC MARYLAND”轮、“EASTERN GIAMOUR”和 “SERIFOS”轮等7艘装载澳大利亚煤炭的散货船正前往中国港口，并将在未来几周内抵达。"
12.5亿吨！内蒙古全力保障2023年煤炭供应,https://www.cctd.com.cn/show-176-230982-1.html,2023-02-13,12.5亿吨！内蒙古全力保障2023年煤炭供应,"来源：内蒙古日报
					
					发布时间：2023-02-13 09:22:14
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","随着各大工业企业复工复产，以及北方大部分地区仍处在采暖期，用煤需求旺盛。作为全国重要的煤炭供应保障基地，内蒙古开足马力保供应，计划全年煤炭产量达12.5亿吨。
　　透过国家能源集团准能黑岱沟露天煤矿调度指挥中心的电子屏幕，可以看到电铲正在源源不断为卡车装载原煤，洗选加工后通过火车运往全国各地。仅在春节期间，这里就累计生产商品煤64.1万吨，超额完成春节期间能源保供任务。

　　国家能源集团准能黑岱沟露天煤矿调度指挥中心党支部书记  李方：2023年我们计划生产商品煤3100万吨，今后我们继续持续优化采剥方案，科学组织生产，保质保量完成全年生产任务。
　　2022年，内蒙古实现煤炭产量12.2亿吨，完成煤炭保供任务9.45亿吨，有力保障了全国29个省区市用煤需要。今年，全区将加快国家批复同意的核增产能煤矿手续办理，全力推动在建煤矿建成达产，盘活煤矿闲置资源，在产煤矿总产能稳定在13亿吨以上，保障全国三分之二以上省份的用煤需求。

　　内蒙古自治区能源局党组成员、副局长 陈铮：切实担负起保障国家能源安全重大政治责任，持续夯实能源供应保障基础，全力推动在建煤矿建成投产，加快自用和外送煤电项目建设，到2023年底力争煤炭产量达到12.5亿吨。"
安徽省强化煤矿主要负责人安全履职考核,https://www.cctd.com.cn/show-176-230980-1.html,2023-02-13,安徽省强化煤矿主要负责人安全履职考核,"来源：安徽日报
					
					发布时间：2023-02-13 09:20:39
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","近日，安徽省能源局、国家矿山安全监察局安徽局联合出台《安徽省煤矿主要负责人安全履职考核记分办法（试行）》，将以记分制对全省所有煤矿主要负责人进行安全履职考核。《办法》自今年3月1日起执行。 
　　据了解，煤矿的主要负责人包括生产煤矿的董事长、总经理、矿长，建设煤矿的项目经理、筹备处主任。和驾驶证记分规则类似，煤矿负责人的每个记分周期总分同样是12分，依据煤矿出现重大事故隐患、违法违规行为的严重程度及其他情形，对煤矿主要负责人记分的分值为6分、3分、2分、1分。 
　　其中，记6分的情形包括煤矿建设项目未取得相关审批文件擅自组织建设施工；存在无证照、证照不全、证照失效等情况之一，而擅自组织生产的；被责令停工停产期间继续组织生产或者建设等。记3分的情形包括未按规定保证安全生产所必需的资金投入，导致产生重大安全隐患的，发现重大事故隐患未按规定报告等。出现未制定重大风险管控清单，未按规定组织事故隐患排查等情形则会一次记2分。出现未建立本单位全员安全生产责任制、建设项目未编制施工组织方案等情形一次记1分。 
　　被记到一定分数后，煤矿负责人将被约谈、参加安全知识考核，严重者还将被“摘帽”。根据《办法》，煤矿主要负责人在一个记分周期内累积记分达到9分的，省级煤矿安全监管监察部门联合作出警示并建议煤矿企业对其进行安全约谈；在一个记分周期内累计记分达到12分的，应当在1个月内参加省能源局组织的安全生产知识和管理能力考核；连续三个记分周期累计记分均达到12分，省级煤矿安全监管监察部门联合建议煤矿企业参照《中华人民共和国安全生产法》第九十四条对煤矿主要负责人进行处罚，并调整其工作岗位。"
